t(s),willo_0002C
0.012096166989068,0.863715277777778
0.020740194013342,0.863715277777778
0.028282037004829,0.863715277777778
0.035799768986181,0.863715277777778
0.043274427996948,0.863715277777778
0.050703218003037,0.863715277777778
0.058104786003241,0.863715277777778
0.065587315009907,0.863715277777778
0.072997087001568,0.863715277777778
0.080437969008926,0.863715277777778
0.08786103600869,0.863715277777778
0.095347786991624,0.863715277777778
0.10290059298859,0.863715277777778
0.109985018993029,0.863715277777778
0.116468658990925,0.863715277777778
0.122941892012022,0.863715277777778
0.129415681003593,0.863715277777778
0.135975968005368,0.863715277777778
0.142469496990088,0.863715277777778
0.148941063001985,0.863715277777778
0.155455925007118,0.863715277777778
0.16194452799391,0.863715277777778
0.168412983010057,0.863715277777778
0.175038954010233,0.863715277777778
0.181525908992626,0.863715277777778
0.188037882006029,0.863715277777778
0.194553781009745,0.863715277777778
0.201026402995922,0.863715277777778
0.207554394990439,0.863715277777778
0.214138921990525,0.863715277777778
0.221099293994484,0.863715277777778
0.228041777998442,0.863715277777778
0.235044797009323,0.863715277777778
0.242001114005689,0.863715277777778
0.248947690008208,0.863715277777778
0.255966931988951,0.863715277777778
0.262977395992493,0.863715277777778
0.269932268012781,0.863715277777778
0.276889641012531,0.863715277777778
0.283836919988971,0.863715277777778
0.29078579301131,0.863715277777778
0.297740868991241,0.863715277777778
0.304756869998528,0.863715277777778
0.311714501003735,0.863715277777778
0.318667243991513,0.863715277777778
0.325663892988814,0.863715277777778
0.33260511799017,0.863715277777778
0.339559157000622,0.863715277777778
0.346509047987638,0.863715277777778
0.353459067991935,0.863715277777778
0.360408478009049,0.863715277777778
0.367356923990883,0.863715277777778
0.374309537990484,0.863715277777778
0.381253205996472,0.863715277777778
0.388193763996242,0.863715277777778
0.395190784009174,0.863715277777778
0.402155396994203,0.863715277777778
0.409092157991836,0.863715277777778
0.416109048004728,0.863715277777778
0.423059216991533,0.863715277777778
0.430004571011523,0.863715277777778
0.436948368995218,0.863715277777778
0.443899500998668,0.863715277777778
0.450844522012631,0.863715277777778
0.457790504995501,0.863715277777778
0.464781302987831,0.863715277777778
0.471731934987474,0.863715277777778
0.4786881399923,0.863715277777778
0.485691974987276,0.863715277777778
0.49265016199206,0.863715277777778
0.499613090010826,0.863715277777778
0.506574703002116,0.863715277777778
0.513525963993743,0.863715277777778
0.520478410006035,0.863715277777778
0.52744520799024,0.863715277777778
0.534398469986627,0.863715277777778
0.541354897985002,0.863715277777778
0.548320509988116,0.863715277777778
0.555335195997031,0.863715277777778
0.562286809989018,0.863715277777778
0.569239292992279,0.863715277777778
0.576253682986135,0.863715277777778
0.583215277001727,0.863715277777778
0.590243445010856,0.863715277777778
0.597237445996143,0.863715277777778
0.604200836998643,0.863715277777778
0.611563126993133,0.863715277777778
0.618528518010862,0.863715277777778
0.625522390007973,0.863715277777778
0.632458059000783,0.863715277777778
0.639393024001038,0.863715277777778
0.646407747000922,0.863715277777778
0.653339674987365,0.863715277777778
0.660275900008855,0.863715277777778
0.667198328010272,0.863715277777778
0.674131682986626,0.863715277777778
0.681071295985021,0.863715277777778
0.68799081700854,0.863715277777778
0.694967171002645,0.863715277777778
0.701899414008949,0.863715277777778
0.708820213010768,0.863715277777778
0.715803677012445,0.863715277777778
0.722755919996416,0.863715277777778
0.729697052011034,0.863715277777778
0.736632017011289,0.863715277777778
0.743562260002364,0.863715277777778
0.750486984994495,0.755208333333334
0.757424560986692,0.755208333333334
0.76435173000209,-1.41493055555556
0.771288585005095,-3.25954861111111
0.778219623985933,-4.23611111111111
0.785209977009799,-5.32118055555556
0.79213940599584,-6.84027777777778
0.79906759300502,-8.25086805555556
0.806037669011857,-9.55295138888889
0.81298374501057,-10.4210069444444
0.819919987989124,-11.0720486111111
0.826864639006089,-11.6145833333333
0.833802584995283,-12.3741319444444
0.840740827989066,-13.1336805555556
0.847696053009713,-13.8932291666667
0.854696054011583,-14.5442708333333
0.861637889000122,-15.1953125
0.868583242991008,-15.7378472222222
0.875581189000513,-16.171875
0.882534506003139,-16.6059027777778
0.889481766993413,-17.2569444444444
0.89642425099737,-17.9079861111111
0.903363808989525,-18.5590277777778
0.910313069995027,-18.9930555555556
0.917265719996067,-19.4270833333333
0.924212388985325,-19.8611111111111
0.93117685400648,-20.2951388888889
0.938124133012025,-20.8376736111111
0.945128616003785,-21.1631944444444
0.952098525012843,-21.7057291666667
0.959058156993706,-22.03125
0.966065713000716,-22.4652777777778
0.973024456005078,-22.8993055555556
0.979981827986194,-23.3333333333333
0.986939719005022,-23.6588541666667
0.993901184003334,-23.984375
1.00085246399976,-24.0928819444444
1.00780953999492,-24.5269097222222
1.0148182999983,-24.8524305555556
1.02178226498654,-25.1779513888889
1.02874146998511,-25.5034722222222
1.03576530399732,-25.9375
1.0427271949884,-26.2630208333333
1.04969556699507,-26.4800347222222
1.05665653198957,-26.9140625
1.06360055299592,-27.1310763888889
1.07055805501295,-27.4565972222222
1.07750483398559,-27.7821180555556
1.08446702099172,-27.890625
1.0914122640097,-28.3246527777778
1.09837121100281,-28.5416666666667
1.10545733998879,-28.8671875
1.11243841599207,-29.0842013888889
1.11938741800259,-29.4097222222222
1.12639032601146,-29.6267361111111
1.13334499500343,-29.9522569444444
1.14028886699816,-30.0607638888889
1.14722459198674,-30.2777777777778
1.15415387199027,-30.6032986111111
1.16109156000311,-30.7118055555556
1.16805580200162,-31.0373263888889
1.17505156301195,-31.2543402777778
1.18198400898837,-31.5798611111111
1.18891186401015,-31.6883680555556
1.19588579100673,-32.0138888888889
1.20281333100866,-32.1223958333333
1.21001458799583,-32.3394097222222
1.21696168198832,-32.5564236111111
1.22389123999164,-32.7734375
1.23081728001125,-32.9904513888889
1.23776120800176,-33.2074652777778
1.24475333900773,-33.5329861111111
1.25169776700204,-33.6414930555556
1.25864369500778,-33.8585069444444
1.26563341901056,-34.1840277777778
1.27258212398738,-34.2925347222222
1.27953070000513,-34.5095486111111
1.28646994300652,-34.6180555555556
1.29341585299699,-34.9435763888889
1.30036033698707,-35.0520833333333
1.3072945800086,-35.2690972222222
1.31423871198786,-35.3776041666667
1.32117363999714,-35.5946180555556
1.32811567900353,-35.8116319444444
1.33510560600553,-35.9201388888889
1.34206682999502,-36.1371527777778
1.34900718400604,-36.3541666666667
1.35600103798788,-36.4626736111111
1.36296215100447,-36.5711805555556
1.36991693000891,-36.7881944444444
1.37687235799967,-36.8967013888889
1.38383589699515,-37.1137152777778
1.39078730699839,-37.2222222222222
1.39774186399882,-37.3307291666667
1.40474536499823,-37.4392361111111
1.41170075599803,-37.5477430555556
1.4186521100055,-37.65625
1.42565412999829,-37.8732638888889
1.43260039101006,-37.9817708333333
1.43955394800287,-38.3072916666667
1.44651765399613,-38.4157986111111
1.45347506299731,-38.5243055555556
1.46042719500838,-38.6328125
1.46736504900036,-38.7413194444444
1.47431701401365,-38.9583333333333
1.48126879398478,-39.0668402777778
1.48822559200926,-39.2838541666667
1.49522381598945,-39.2838541666667
1.50218283600407,-39.5008680555556
1.50914200500119,-39.609375
1.51614963499014,-39.7178819444444
1.52311350699165,-39.9348958333333
1.53008373099146,-40.0434027777778
1.53704952899716,-40.2604166666667
1.54400971598807,-40.3689236111111
1.55100434701308,-40.4774305555556
1.5579585529922,-40.4774305555556
1.56496342399623,-40.5859375
1.57192209298955,-40.5859375
1.5788794280088,-40.6944444444444
1.58588955900632,-40.8029513888889
1.59284932000446,-41.0199652777778
1.59981561798486,-41.1284722222222
1.60678458301118,-41.2369791666667
1.61376041799667,-41.5625
1.62079215899576,-41.5625
1.62778656798764,-41.6710069444444
1.6347992719966,-41.8880208333333
1.64176545900409,-41.9965277777778
1.64871927601052,-41.9965277777778
1.6557359060098,-42.1050347222222
1.66270511198672,-42.2135416666667
1.66966566900373,-42.2135416666667
1.67663791199448,-42.3220486111111
1.68360769099672,-42.4305555555556
1.69054965599207,-42.5390625
1.69750030699652,-42.5390625
1.70445730799111,-42.7560763888889
1.71140834799735,-42.8645833333333
1.7183615899994,-42.8645833333333
1.72537142501096,-43.0815972222222
1.73232062999159,-43.1901041666667
1.73927109499346,-43.2986111111111
1.74627122600214,-43.4071180555556
1.75322796899127,-43.2986111111111
1.76019865600392,-43.2986111111111
1.7671522689925,-43.4071180555556
1.77410382599919,-43.515625
1.78105456900084,-43.515625
1.78800899701309,-43.6241319444444
1.79501007200452,-43.7326388888889
1.80196664799587,-43.7326388888889
1.80891731698648,-43.8411458333333
1.81620909099001,-44.0581597222222
1.82316198199987,-43.9496527777778
1.83011059500859,-44.0581597222222
1.8370450049988,-43.9496527777778
1.84398250700906,-43.8411458333333
1.85091049098992,-44.0581597222222
1.85785873400164,-43.8411458333333
1.86487675301032,-44.1666666666667
1.87182806999772,-44.3836805555556
1.87878629399347,-44.3836805555556
1.88578094300465,-44.3836805555556
1.89273972299998,-44.6006944444444
1.89970361400628,-44.6006944444444
1.90665450500092,-44.6006944444444
1.91360769199673,-44.4921875
1.92056852701353,-44.6006944444444
1.92751554801362,-44.6006944444444
1.93446856801165,-44.7092013888889
1.94142786599696,-44.7092013888889
1.94838499798789,-44.8177083333333
1.95538894398487,-44.8177083333333
1.96233655698597,-45.0347222222222
1.96930724399863,-45.0347222222222
1.97629915201105,-45.1432291666667
1.98324945100467,-45.2517361111111
1.99020011900575,-45.2517361111111
1.99715430699871,-45.2517361111111
2.00411084599909,-45.0347222222222
2.01106714399066,-44.9262152777778
2.01801899800193,-45.0347222222222
2.02505220199237,-44.7092013888889
2.03199988900451,-44.3836805555556
2.038943594991,-44.1666666666667
2.04593133699382,-43.7326388888889
2.05288080198807,-43.4071180555556
2.05984513700241,-43.2986111111111
2.06680123199476,-43.2986111111111
2.07375021500047,-43.0815972222222
2.0806956620072,-42.7560763888889
2.08764710900141,-42.7560763888889
2.09465579499374,-42.5390625
2.10160675999941,-42.3220486111111
2.10855866898783,-42.2135416666667
2.11555326299276,-41.9965277777778
2.12250526499702,-41.7795138888889
2.12946589698549,-41.3454861111111
2.13647154599312,-41.0199652777778
2.14344195500598,-40.8029513888889
2.15040475298883,-40.5859375
2.15735132899135,-40.4774305555556
2.16430912699434,-40.3689236111111
2.17126259198994,-40.4774305555556
2.17820874298923,-40.4774305555556
2.18521442898782,-40.4774305555556
2.19217307900544,-40.5859375
2.19913589599309,-40.4774305555556
2.20612445299048,-40.2604166666667
2.21307602900197,-39.9348958333333
2.22003043800942,-39.609375
2.22698236600263,-39.3923611111111
2.23394118298893,-39.3923611111111
2.24089961100253,-39.3923611111111
2.247848908999,-39.3923611111111
2.25498522201087,-39.2838541666667
2.26194979800493,-39.3923611111111
2.26890083699254,-39.5008680555556
2.27591494898661,-39.609375
2.28287982099573,-39.7178819444444
2.28983415701077,-39.7178819444444
2.29679101100191,-39.8263888888889
2.30375143801211,-39.7178819444444
2.31070023699431,-39.8263888888889
2.31765812801314,-39.609375
2.32465048099402,-39.5008680555556
2.33160272298846,-39.2838541666667
2.33854639201309,-38.8498263888889
2.34554254199611,-38.1987847222222
2.35248737700749,-37.65625
2.35945436000475,-37.2222222222222
2.36640399199678,-37.2222222222222
2.37335962400539,-37.0052083333333
2.38033803299186,-36.7881944444444
2.3872990529926,-36.5711805555556
2.39425627700985,-36.5711805555556
2.40121487199212,-36.7881944444444
2.40816654000082,-37.2222222222222
2.41546729500988,-37.65625
2.42241342700436,-37.9817708333333
2.42935348500032,-37.8732638888889
2.43634333799127,-37.65625
2.44329254399054,-37.1137152777778
2.45024189801188,-36.6796875
2.45718162201229,-36.3541666666667
2.46413219798706,-35.8116319444444
2.47107916299137,-34.8350694444444
2.47802270299871,-33.6414930555556
2.48503581498517,-32.2309027777778
2.49198111300939,-30.8203125
2.49892346700653,-29.5182291666667
2.50590652399114,-27.9991319444444
2.5128556000127,-26.5885416666667
2.51981663898914,-25.0694444444444
2.52675645600539,-23.5503472222222
2.53370945798815,-22.6822916666667
2.54065786799765,-22.2482638888889
2.54760690699914,-21.7057291666667
2.55459770499147,-20.5121527777778
2.56155307698646,-18.7760416666667
2.56849711600807,-17.2569444444444
2.57548843199038,-16.8229166666667
2.58243648998905,-16.7144097222222
2.58940395500395,-16.3888888888889
2.59638269699644,-15.1953125
2.60332523600664,-13.5677083333333
2.61027516401373,-12.0486111111111
2.61723649900523,-11.1805555555556
2.62419787200633,-10.8550347222222
2.63115635499707,-10.4210069444444
2.63810572700459,-9.3359375
2.64509065498714,-7.81684027777778
2.65203736099647,-6.08072916666667
2.65898106599343,-5.32118055555556
2.66596623498481,-5.10416666666667
2.67291382901021,-5.21267361111111
2.67986290500266,-4.56163194444444
2.68681592599023,-3.25954861111111
2.69379461300559,-1.63194444444444
2.70074281800771,-0.980902777777778
2.7076865239942,-1.08940972222222
2.71467250699061,-0.763888888888889
2.72161565799615,0.212673611111111
2.72856312300428,0.755208333333334
2.73555810499238,0.755208333333334
2.74249834800139,0.755208333333334
2.74944029501057,0.755208333333334
2.75638705599704,0.863715277777778
2.76333281799452,0.863715277777778
2.77028583799256,0.863715277777778
2.77723417399102,0.863715277777778
2.78417293500388,0.863715277777778
2.79113749301177,0.863715277777778
2.7980995500111,0.863715277777778
2.80508631101111,0.863715277777778
2.81202546099667,0.863715277777778
2.81896857399261,0.863715277777778
2.82594631699612,0.863715277777778
2.83289102299022,0.863715277777778
2.83983806200558,0.863715277777778
2.84677941599512,0.863715277777778
2.85372304799967,0.863715277777778
2.86066101299366,0.863715277777778
2.86759688600432,0.755208333333334
2.87457914600964,0.212673611111111
2.88151083400589,-1.5234375
2.8884460029949,-2.60850694444444
2.89542483800324,-4.23611111111111
2.90238230300019,-6.51475694444444
2.90932182301185,-8.90190972222222
2.91630193599849,-10.7465277777778
2.92323990099248,-12.1571180555556
2.93019112601178,-13.3506944444444
2.937126498,-14.5442708333333
2.94407827800023,-15.5208333333333
2.95102220599074,-16.3888888888889
2.95794565300457,-17.2569444444444
