t(s)	willo_0002C	willo_0006D	willo_00034	willo_00070
0.01140348199987784	-82.36111111111111	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.01661687099840492	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.02171920399996452	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.02681396302068606	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.031906240998068824	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.036999834002926946	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.04209398201783188	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.04718646302353591	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.05227937101153657	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.05737270400277339	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.06246977800037712	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.0675609260215424	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.0726575739972759	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.07774816700839438	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.08284485200420022	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.08793525901273824	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.09302994501194917	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.09812259301543236	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.10319240801618434	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.10825937101617455	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.11332868502358906	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.11839479600894265	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.1234637779998593	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.1285302780161146	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.13359811101690866	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.13866513001266867	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.1437404080061242	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.14880838899989612	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.15387700000428595	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.15894340802333318	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.16401059299823828	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.16907690800144337	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.1741444630024489	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.17921146302251145	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.18427870402229019	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.18934518500464037	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.19441368500702083	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.19948029599618167	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2045485370035749	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.20961520401760936	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.21468203701078892	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.21974892599973828	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2248175560089294	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.22990198200568557	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2349777590134181	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.24004522201721556	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.24511172200436704	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.250179148017196	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.255246167012956	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.26031214802060276	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2653785930015147	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2704448889999185	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2755132220045198	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.2805797960027121	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.28564670399646275	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.29071150001254864	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.29577907401835546	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3008456480165478	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3059139820106793	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.31097922200569883	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3160466300032567	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3211130000127014	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3261797779996414	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.33124535201932304	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3363120930152945	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.34137861101771705	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.34644538900465705	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.35151644502184354	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3565849070146214	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.36165150001761504	0.8637152777777779	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3667165370134171	0.7552083333333335	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3717810560192447	0.7552083333333335	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.37684805601020344	0.7552083333333335	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3819143700238783	0.7552083333333335	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.38697948202025145	0.6467013888888891	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3920466480194591	0.5381944444444445	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.3971142780210357	-0.2213541666666666	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.40218250002362765	-1.6319444444444444	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.40724824101198465	-3.151041666666667	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.41231594400596805	-4.236111111111112	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.41738216701196507	-5.321180555555556	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.42244948202278465	-6.40625	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4275160930119455	-7.3828125	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.43258803701610304	-8.14236111111111	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.43989255602355115	-9.3359375	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.444960204011295	-10.203993055555555	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.450029055995401	-10.855034722222221	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.45509481499902904	-11.397569444444445	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4601605930074584	-11.831597222222221	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.46522696301690303	-12.374131944444445	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4702922220167238	-12.591145833333334	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4753581670229323	-13.133680555555555	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4804266480205115	-13.45920138888889	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.48549500000081025	-13.893229166666666	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.4905608150002081	-14.327256944444445	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.49562783300643787	-14.761284722222223	0.9722222222222224	0.9722222222222224	0.8637152777777779
0.500694943999406	-14.97829861111111	0.9722222222222224	0.9722222222222224	0.8637152777777779
