t(s)	willo_0002C	willo_00034	willo_0006D	willo_00070
0.01209616698906757	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.02074019401334226	0.8637152777777779	0.7552083333333335	0.8637152777777779	0.8637152777777779
0.028282037004828453	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.035799768986180425	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.04327442799694836	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.050703218003036454	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.058104786003241315	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.06558731500990689	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.0729970870015677	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.0804379690089263	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.08786103600868955	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.09534778699162416	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.10290059298858978	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.10998501899302937	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.11646865899092518	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.12294189201202244	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.1294156810035929	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.13597596800536849	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.14246949699008837	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.14894106300198473	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.1554559250071179	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.16194452799391001	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.16841298301005736	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.17503895401023328	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.18152590899262577	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.18803788200602867	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.19455378100974485	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.20102640299592167	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2075543949904386	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.21413892199052498	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.22109929399448447	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.22804177799844183	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2350447970093228	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.24200111400568858	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.24894769000820816	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2559669319889508	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.26297739599249326	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2699322680127807	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2768896410125308	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2838369199889712	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.2907857930113096	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.29774086899124086	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.3047568699985277	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
0.31171450100373477	0.8637152777777779	0.6467013888888891	0.8637152777777779	0.8637152777777779
